iter	MultiClass
0	2.401848179
1	2.294004881
2	2.240761946
3	2.217430385
4	2.19581489
5	2.183969307
6	2.174479331
7	2.166455327
8	2.158579878
9	2.151211639
10	2.146080706
11	2.140173713
12	2.132320594
13	2.126634355
14	2.120106763
15	2.115035623
16	2.10994446
17	2.105027541
18	2.101336899
19	2.096371462
20	2.091249934
21	2.088181926
22	2.084469398
23	2.079681321
24	2.076763601
25	2.074237634
26	2.070006821
27	2.063348344
28	2.05667836
29	2.055147486
